,人物ID,著者名,作品ID,作品名,仮名遣い種別,翻訳者名等,入力者名,校正者名,状態,状態の開始日,底本名,出版社名,入力に使用した版,校正に使用した版
12579,88,長谷川 集平,516,こんちりさんのりやく,新字新仮名,長谷川 集平,長谷川集平,,公開,1997-09-03,,,,
12580,88,長谷川 集平,516,こんちりさんのりやく,新字新仮名,長谷川 集平,長谷川集平,,公開,1997-09-03,,,,
12701,291,林 芙美子,46643,蛙,新字旧仮名,,土屋隆,noriko saito,公開,2007-01-31,林芙美子全集　第十五巻,文泉堂出版,1977（昭和52）年4月20日,1977（昭和52）年4月20日
12702,291,林 芙美子,3047,蛙,新字新仮名,,林幸雄,もりみつじゅんじ,公開,2002-01-03,赤い鳥傑作集,新潮文庫、新潮社,1989（平成元）10月15日48刷,
12734,291,林 芙美子,59364,晩菊,新字新仮名,,金子南,中島瑠香,公開,2019-12-31,林芙美子傑作集（一）,新潮文庫、新潮社,1969（昭和44）年10月30日第33刷,1969（昭和44）年10月30日第33刷
12735,291,林 芙美子,4599,晩菊,新字旧仮名,,土屋隆,小林繁雄,公開,2004-12-23,短篇小説名作選,現代企画室,1984（昭和59）年3月15日第2刷,1981（昭和56）年4月15日第1刷
12765,1412,林田 清明,52949,夜光虫,新字新仮名,林田 清明,林田清明,林田清明,公開,2011-04-03,,,,
12766,1412,林田 清明,52950,夜光虫,旧字旧仮名,林田 清明,林田清明,林田清明,公開,2011-04-03,,,,
12814,293,原 民喜,4757,永遠のみどり,新字旧仮名,,ジェラスガイ,大野晋,公開,2002-09-22,日本の原爆文学1　原民喜,ほるぷ出版,1983（昭和58）年8月1日初版第1刷,
12815,293,原 民喜,1856,永遠のみどり,新字新仮名,,tatsuki,林幸雄,公開,2002-01-01,夏の花・心願の国,新潮文庫、新潮社,,
12820,293,原 民喜,4748,壊滅の序曲,新字旧仮名,,ジェラスガイ,皆森もなみ,公開,2002-09-20,日本の原爆文学1　原民喜,ほるぷ出版,1983（昭和58）年8月1日初版第1刷,
12821,293,原 民喜,1853,壊滅の序曲,新字新仮名,,tatsuki,皆森もなみ,公開,2002-10-13,夏の花・心願の国,新潮文庫、新潮社,1999（平成11）年5月25日38刷,
12874,293,原 民喜,4755,鎮魂歌,新字旧仮名,,ジェラスガイ,大野晋,公開,2002-09-22,日本の原爆文学1　原民喜,ほるぷ出版,1983（昭和58）年8月1日初版第1刷,
12875,293,原 民喜,1855,鎮魂歌,新字新仮名,,tatsuki,林幸雄,公開,2002-01-01,夏の花・心願の国,新潮文庫、新潮社,,
12882,293,原 民喜,4680,夏の花,新字新仮名,,砂場清隆,noriko saito,公開,2005-08-06,夏の花・心願の国,新潮文庫、新潮社,2000（平成12）年4月25日39刷改版,2004（平成16）年3月25日40刷
12883,293,原 民喜,1821,夏の花,新字旧仮名,,ジェラスガイ,林幸雄,公開,2002-09-20,日本の原爆文学1　原民喜,ほるぷ出版,1983（昭和58）年8月1日初版第1刷,
12887,293,原 民喜,4747,廃墟から,新字旧仮名,,ジェラスガイ,砂場清隆,公開,2002-09-20,日本の原爆文学1　原民喜,ほるぷ出版,1983（昭和58）年8月1日初版第1刷,1983（昭和58）年9月1日初版第2刷
12888,293,原 民喜,1854,廃墟から,新字新仮名,,tatsuki,皆森もなみ,公開,2002-01-01,夏の花・心願の国,新潮文庫、新潮社,1999（平成11）年5月25日38刷 ,
12896,293,原 民喜,4754,火の唇,新字旧仮名,,ジェラスガイ,大野晋,公開,2002-09-22,日本の原爆文学1　原民喜,ほるぷ出版,1983（昭和58）年8月1日初版第1刷,
12897,293,原 民喜,1852,火の唇,新字新仮名,,tatsuki,kazuishi,公開,2002-01-01,夏の花・心願の国,新潮文庫、新潮社,,
12917,293,原 民喜,4760,魔のひととき,新字旧仮名,,ジェラスガイ,Juki,公開,2002-09-23,日本の原爆文学1　原民喜,ほるぷ出版,1983（昭和58）年8月1日初版第1刷,
12918,293,原 民喜,4789,魔のひととき,新字旧仮名,,ジェラスガイ,砂場清隆,公開,2002-10-14,日本の原爆文学1　原民喜,ほるぷ出版,1983（昭和58）年8月1日初版第1刷,1983（昭和58）年9月1日初版第2刷
12965,64,樋口 一葉,56880,うつせみ,新字旧仮名,,岡村和彦,青米,公開,2016-10-19,にごりえ・たけくらべ,新潮文庫、新潮社,2005（平成17）年5月20日126刷,2014（平成26）年4月20日129刷
12966,64,樋口 一葉,390,うつせみ,旧字旧仮名,,青空文庫,小林繁雄、米田進,公開,1997-10-15,日本現代文學全集　10　樋口一葉集,講談社,1969（昭和44）年10月1日第5刷,
12967,64,樋口 一葉,56007,うつせみ,旧字旧仮名,,万波通彦,岡村和彦,公開,2014-12-08,樋口一葉全集第二卷,新世社,1942（昭和17）年4月10日再版,1941（昭和16）年7月18日
12969,64,樋口 一葉,55668,大つごもり,旧字旧仮名,,万波通彦,猫の手ぴい,公開,2020-11-23,太陽　第二卷三號,博文館,1896（明治29）年2月5日,1896（明治29）年2月5日
12970,64,樋口 一葉,56039,大つごもり,新字旧仮名,,酔いどれ狸,Juki,公開,2015-03-04,にごりえ・たけくらべ,新潮文庫、新潮社,2008（平成20）年6月10日128刷,2005（平成17）年5月20日126刷
12971,64,樋口 一葉,388,大つごもり,旧字旧仮名,,青空文庫,小林繁雄、米田進,公開,1997-10-15,日本現代文學全集　10　樋口一葉集,講談社,1969（昭和44）年10月1日第5刷,
12973,64,樋口 一葉,56009,琴の音,旧字旧仮名,,万波通彦,Juki,公開,2013-12-19,文學界　第十二號,　,1893（明治26）年12月,1893（明治26）年12月
12974,64,樋口 一葉,4529,琴の音,新字旧仮名,,土屋隆,noriko saito,公開,2007-09-08,新日本古典文学大系　明治編　24　樋口一葉集,岩波書店,2001（平成13）年10月15日第1刷,2001（平成13）年10月15日第1刷
12978,64,樋口 一葉,386,十三夜,旧字旧仮名,,青空文庫,小林繁雄、米田進,公開,1997-10-15,日本現代文學全集　10　樋口一葉集,講談社,1969（昭和44）年10月1日第5刷,
12979,64,樋口 一葉,56040,十三夜,新字旧仮名,,酔いどれ狸,Juki,公開,2015-11-23,にごりえ・たけくらべ,新潮文庫、新潮社,2008（平成20）年6月10日128刷,2005（平成17）年5月20日126刷
12980,64,樋口 一葉,55670,十三夜,旧字旧仮名,,万波通彦,Juki,公開,2015-11-23,文藝倶樂部　閨秀小説號,博文館,1895（明治28）年12月10日,1895（明治28）年12月10日
12982,64,樋口 一葉,55671,たけくらべ,旧字旧仮名,,万波通彦,猫の手ぴい,公開,2018-05-02,文藝倶樂部第二卷第五編,博文館,1896（明治29）年4月,1896（明治29）年4月
12983,64,樋口 一葉,389,たけくらべ,旧字旧仮名,,青空文庫,小林繁雄、米田進,公開,1997-10-07,日本現代文學全集　10　樋口一葉集,講談社,1969（昭和44）年10月1日第5刷,
12984,64,樋口 一葉,56041,たけくらべ,新字旧仮名,,酔いどれ狸,岡村和彦,公開,2014-11-11,にごりえ・たけくらべ,新潮文庫、新潮社,2008（平成20）年6月10日128刷,2005（平成17）年5月20日126刷
12987,64,樋口 一葉,387,にごりえ,旧字旧仮名,,青空文庫,小林繁雄、米田進,公開,1997-10-15,日本現代文學全集　10　樋口一葉集,講談社,1969（昭和44）年10月1日第5刷,
12988,64,樋口 一葉,55672,にごりえ,旧字旧仮名,,万波通彦,岡村和彦、日高直哉,公開,2016-05-02,文藝倶樂部第九篇,博文館,1895（明治28）年9月20日,1895（明治28）年9月20日
12989,64,樋口 一葉,56042,にごりえ,新字旧仮名,,酔いどれ狸,岡村和彦,公開,2014-12-05,にごりえ・たけくらべ,新潮文庫、新潮社,2008（平成20）年6月10日128刷,2005（平成17）年5月20日126刷
12990,64,樋口 一葉,4094,軒もる月,新字旧仮名,,もりみつじゅんじ,浅原庸子,公開,2003-04-09,全集樋口一葉　第二巻　小説編二〈復刻版〉,小学館,1996（平成8）年11月10日復刻版第1刷,
12991,64,樋口 一葉,56010,軒もる月,旧字旧仮名,,万波通彦,岡村和彦,公開,2014-12-11,樋口一葉全集第二卷,新世社,1942（昭和17）年4月10日再版,1941（昭和16）年7月18日
12997,64,樋口 一葉,392,ゆく雲,旧字旧仮名,,青空文庫,小林繁雄、米田進,公開,1997-10-15,日本現代文學全集　10　樋口一葉集,講談社,1969（昭和44）年10月1日第5刷,
12998,64,樋口 一葉,55674,ゆく雲,旧字旧仮名,,万波通彦,猫の手ぴい,公開,2018-11-23,太陽　第壱卷第五號,博文館,1895（明治28）年5月5日,1895（明治28）年5月5日
12999,64,樋口 一葉,56043,ゆく雲,新字旧仮名,,酔いどれ狸,岡村和彦,公開,2014-11-26,にごりえ・たけくらべ,新潮文庫、新潮社,2008（平成20）年6月10日128刷,2005（平成17）年5月20日126刷
13001,64,樋口 一葉,56889,わかれ道,新字旧仮名,,岡村和彦,Juki,公開,2017-05-02,にごりえ・たけくらべ,新潮文庫、新潮社,2005（平成17）年5月20日126刷,2005（平成17）年5月20日126刷
13002,64,樋口 一葉,391,わかれ道,旧字旧仮名,,青空文庫,小林繁雄、米田進,公開,1997-10-15,日本現代文學全集　10　樋口一葉集,講談社,1969（昭和44）年10月1日第5刷,
13003,64,樋口 一葉,56008,わかれ道,旧字旧仮名,,万波通彦,岡村和彦,公開,2014-12-02,樋口一葉全集第二卷,新世社,1942（昭和17）年4月10日再版,1941（昭和16）年7月18日
13103,1224,久生 十蘭,46086,無月物語,新字新仮名,,門田裕志,芝裕久,公開,2021-10-06,久生十蘭全集　Ⅱ,三一書房,1992（平成4）年2月29日第1版第8刷,1986（昭和61）年6月30日第1版第6刷
13104,1224,久生 十蘭,52224,無月物語,新字新仮名,,平川哲生,門田裕志,公開,2011-07-07,久生十蘭短篇選,岩波文庫、岩波書店,2009（平成21）年 5月15日第1刷,2009（平成21）年 7月15日第3刷
13144,80,平出 修,4144,計画,新字旧仮名,,林幸雄,松永正敏,公開,2003-06-15,定本　平出修集,春秋社,1965（昭和40）年6月15日発行,
13145,80,平出 修,453,計画,旧字旧仮名,,小林徹,かとうかおり,公開,1998-07-25,現代日本文學全集　84　明治小説集,筑摩書房,,
13188,221,平林 初之輔,1096,政治的価値と芸術的価値 マルクス主義文学理論の再吟味,旧字旧仮名,,田中亨吾,大野裕,公開,2000-10-20,日本現代文學全集69　プロレタリア文學集,講談社,,
13189,221,平林 初之輔,4362,政治的価値と芸術的価値 マルクス主義文学理論の再吟味,新字旧仮名,,田中亨吾,土屋隆,公開,2004-11-24,平林初之輔文藝評論全集　上巻,文泉堂書店,1975（昭和50）年5月1日初版, 
13274,296,福沢 諭吉,50298,人生の楽事,旧字旧仮名,,田中哲郎,小林繁雄,公開,2011-05-07,福澤諭吉全集　第14卷,岩波書店,1970（昭和45）年11月13日再版,1970（昭和45）年11月13日再版
13275,296,福沢 諭吉,50297,人生の楽事,新字新仮名,,田中哲郎,hitsuji,公開,2020-02-03,福澤諭吉著作集　第5巻　学問之独立　慶應義塾之記,慶應義塾大学出版会,2002（平成14）年11月15日初版第1刷,2004（平成16）年11月15日初版第2刷
13577,1030,堀 辰雄,55419,恢復期,旧字旧仮名,,大沢たかお,岡村和彦,公開,2012-11-27,堀辰雄作品集第一卷,筑摩書房,1982（昭和57）年5月28日初版第1刷,1982（昭和57）年5月28日初版第1刷　
13578,1030,堀 辰雄,4811,恢復期,新字新仮名,,kompass,染川隆俊,公開,2004-02-07,燃ゆる頬・聖家族,新潮文庫、新潮社,1987（昭和62）年10月20日51刷,
13613,1030,堀 辰雄,4802,聖家族,新字新仮名,,kompass,松永正敏,公開,2004-02-25,昭和文学全集　第6巻,小学館,1988（昭和63）年6月1日初版第1刷,1988（昭和63）年6月1日初版第1刷
13614,1030,堀 辰雄,55420,聖家族,旧字旧仮名,,大沢たかお,岡村和彦,公開,2012-11-23,堀辰雄作品集第一卷,筑摩書房,1982（昭和57）年5月28日初版第1刷,1982（昭和57）年5月28日初版第1刷
13618,1030,堀 辰雄,4816,旅の絵,新字新仮名,,kompass,染川隆俊,公開,2004-02-12,燃ゆる頬・聖家族,新潮文庫、新潮社,1987（昭和62）年10月20日51刷,
13619,1030,堀 辰雄,55421,旅の絵,旧字旧仮名,,大沢たかお,岡村和彦,公開,2012-11-27,堀辰雄作品集第一卷,筑摩書房,1982（昭和57）年5月28日初版第1刷,1982（昭和57）年5月28日初版第1刷　
13644,1030,堀 辰雄,4809,花を持てる女,新字新仮名,,kompass,染川隆俊,公開,2004-03-02,幼年時代・晩夏,新潮文庫、新潮社,1987（昭和62）年9月15日38刷,
13645,1030,堀 辰雄,47926,花を持てる女,旧字旧仮名,,tatsuki,染川隆俊,公開,2013-06-24,堀辰雄作品集第四卷,筑摩書房,1982（昭和57）年8月30日初版第1刷,1982（昭和57）年8月30日初版第1刷
13662,1030,堀 辰雄,53882,噴水のほとりで――,新字旧仮名,,川山隆,染川隆俊,公開,2012-12-11,日本の名随筆33　水,作品社,1985（昭和60）年7月25日第1刷,1996（平成8）年2月29日第15刷　
13663,1030,堀 辰雄,47877,噴水のほとりで――,旧字旧仮名,,tatsuki,染川隆俊,公開,2010-07-12,堀辰雄作品集第四巻,筑摩書房,1982（昭和57）年8月30日初版第1刷,1982（昭和57）年8月30日初版第1刷　
13671,1030,堀 辰雄,55423,窓,旧字旧仮名,,大沢たかお,岡村和彦,公開,2012-11-30,堀辰雄作品集第一卷,筑摩書房,1982（昭和57）年5月28日初版第1刷,1982（昭和57）年5月28日初版第1刷　
13672,1030,堀 辰雄,4842,窓,新字新仮名,,横尾、近藤,松永正敏,公開,2004-01-21,堀辰雄集　新潮日本文学16,新潮社,1992（平成4）年5月20日16刷,
13673,1030,堀 辰雄,47935,窓,旧字旧仮名,堀 辰雄,tatsuki,染川隆俊,公開,2010-12-21,堀辰雄作品集第五卷,筑摩書房,1982（昭和57）年9月30日初版第1刷,1982（昭和57）年9月30日初版第1刷
13679,1030,堀 辰雄,4813,麦藁帽子,新字新仮名,,kompass,染川隆俊,公開,2004-02-02,燃ゆる頬・聖家族,新潮文庫、新潮社,1987（昭和62）年10月20日51刷,
13680,1030,堀 辰雄,55424,麦藁帽子,旧字旧仮名,,大沢たかお,岡村和彦,公開,2012-12-03,堀辰雄作品集第一卷,筑摩書房,1982（昭和57）年5月28日初版第1刷,1982（昭和57）年5月28日初版第1刷　
13685,1030,堀 辰雄,4814,燃ゆる頬,新字新仮名,,kompass,染川隆俊,公開,2004-02-02,燃ゆる頬・聖家族,新潮文庫、新潮社,1987（昭和62）年10月20日51刷,
13686,1030,堀 辰雄,55425,燃ゆる頬,旧字旧仮名,,大沢たかお,岡村和彦,公開,2012-12-03,堀辰雄作品集第一卷,筑摩書房,1982（昭和57）年5月28日初版第1刷,1982（昭和57）年5月28日初版第1刷　
13700,1030,堀 辰雄,4815,ルウベンスの偽画,新字新仮名,,kompass,染川隆俊,公開,2004-02-07,燃ゆる頬・聖家族,新潮文庫、新潮社,1987（昭和62）年10月20日51刷,
13701,1030,堀 辰雄,55426,ルウベンスの偽画,旧字旧仮名,,大沢たかお,岡村和彦,公開,2012-12-07,堀辰雄作品集第一卷,筑摩書房,1982（昭和57）年5月28日初版第1刷,1982（昭和57）年5月28日初版第1刷　
13704,1030,堀 辰雄,47949,炉辺,旧字旧仮名,,tatsuki,染川隆俊,公開,2011-04-20,堀辰雄作品集第四卷,筑摩書房,1982（昭和57）年8月30日初版第1刷,1982（昭和57）年8月30日初版第1刷
13705,1030,堀 辰雄,53883,炉辺,新字旧仮名,,川山隆,染川隆俊,公開,2012-12-07,日本の名随筆73　火,作品社,1988（昭和63）年11月25日第1刷,1992（平成4）年9月20日第6刷
13840,183,牧野 信一,45347,鬼涙村,新字旧仮名,,宮元淳一,伊藤時也,公開,2006-10-20,牧野信一全集第五巻,筑摩書房,2002（平成14）年7月20日初版第1刷,2002（平成14）年7月20日初版第1刷
13841,183,牧野 信一,1890,鬼涙村,新字新仮名,,土屋隆,宮元淳一,公開,2005-10-19,ゼーロン・淡雪　他十一篇,岩波文庫、岩波書店,1990（平成2）年11月16日第1刷,2003（平成15）11月11日第2刷
13893,183,牧野 信一,1891,城ヶ島の春,旧字旧仮名,,地田尚,小林繁雄,公開,2002-12-09,「鬼涙村」復刻版,沖積舎,1990（平成2）年11月5日,1990（平成2）年11月5日
13894,183,牧野 信一,52839,城ヶ島の春,新字旧仮名,,宮元淳一,門田裕志,公開,2011-10-10,牧野信一全集第五巻,筑摩書房,2002（平成14）年7月20日初版第1刷,
13920,183,牧野 信一,45218,西部劇通信,新字旧仮名,,宮元淳一,砂場清隆,公開,2008-06-13,牧野信一全集第三巻,筑摩書房,2002（平成14）年5月20日初版第1刷,2002（平成14）年5月20日初版第1刷
13921,183,牧野 信一,52796,西部劇通信,新字旧仮名,,宮元淳一,門田裕志,公開,2011-09-28,牧野信一全集第四巻,筑摩書房,2002（平成14）年6月20日初版第1刷,2002（平成14）年6月20日初版第1刷
13950,183,牧野 信一,49719,地球儀,新字新仮名,,岡本ゆみ子,noriko saito,公開,2009-10-31,日本文学全集37　牧野信一・梶井基二郎集,集英社,1970（昭和45）年1月5日2版,1981（昭和56）年7月20日6版
13951,183,牧野 信一,52919,地球儀,新字旧仮名,,宮元淳一,門田裕志,公開,2011-05-17,牧野信一全集第一巻,筑摩書房,2002（平成14）年8月20日初版第1刷,
14026,183,牧野 信一,4650,文学的自叙伝,旧字旧仮名,,地田尚,小林繁雄,公開,2002-11-26,「鬼涙村」復刻版,沖積舎,1990（平成2）年11月5日,1990（平成2）年11月5日
14027,183,牧野 信一,52851,文学的自叙伝,新字旧仮名,,宮元淳一,門田裕志,公開,2011-11-22,牧野信一全集第六巻,筑摩書房,2003（平成15）年5月10日初版第1刷,
14057,183,牧野 信一,1893,緑の軍港,旧字旧仮名,,地田尚,小林繁雄,公開,2002-11-26,「鬼涙村」復刻版,沖積舎,1990（平成2）年11月5日,1990（平成2）年11月5日
14058,183,牧野 信一,52853,緑の軍港,新字旧仮名,,宮元淳一,門田裕志,公開,2011-11-26,牧野信一全集第六巻,筑摩書房,2003（平成15）年5月10日初版第1刷,
14248,305,正岡 子規,57876,あきまろに答ふ,新字新仮名,,高瀬竜一,hitsuji,公開,2019-10-14,子規選集　第七巻　子規の短歌革新,増進会出版社,2002（平成14）年4月12日初版第1刷,2002（平成14）年4月12日初版第1刷
14249,305,正岡 子規,43051,あきまろに答ふ,新字旧仮名,,土屋隆,川向直樹,公開,2004-07-19,歌よみに与ふる書,岩波文庫、岩波書店,2002（平成14）年11月15日第26刷,2003（平成15）年9月5日第27刷
14251,305,正岡 子規,3621,犬,新字旧仮名,,渡邉つよし,門田裕志,公開,2001-10-09,日本の名随筆76　犬,作品社,1991（平成3）年9月20日第5刷,
14252,305,正岡 子規,50379,犬,新字新仮名,,ゆうき,noriko saito,公開,2010-05-22,飯待つ間,岩波文庫、岩波書店,2001（平成13）年11月7日第10刷,2009（平成21）年11月11日第13刷
14253,305,正岡 子規,2533,歌よみに与ふる書,新字旧仮名,,網迫、土屋隆,川向直樹,公開,2004-08-24,歌よみに与ふる書,岩波文庫、岩波書店,2002（平成14）年11月15日第26刷,2003（平成15）年9月5日第27刷
14254,305,正岡 子規,46534,歌よみに与ふる書,新字新仮名,,kompass,高瀬竜一,公開,2016-09-17,子規選集　第七巻　子規の短歌革新,増進会出版社,2002（平成14）年4月12日初版第1刷,2002（平成14）年4月12日初版第1刷
14255,305,正岡 子規,43494,歌よみに与ふる書,旧字旧仮名,,川向直樹,土屋隆,公開,2010-02-27,子規全集　第七卷　歌論　選歌,講談社,1975（昭和50）年7月18日第1刷,1975（昭和50）年7月18日第1刷
14261,305,正岡 子規,1902,九月十四日の朝,旧字旧仮名,,渡邉つよし,浦田伴俊,公開,2000-12-12,日本の名随筆19　秋,作品社,1991（平成3）年9月1日第12刷,
14262,305,正岡 子規,50382,九月十四日の朝,新字新仮名,,ゆうき,noriko saito,公開,2010-06-26,飯待つ間,岩波文庫、岩波書店,2001（平成13）年11月7日第10刷,2009（平成21）年11月11日第13刷
14289,305,正岡 子規,47985,俳人蕪村,新字新仮名,,蒋龍,米田,公開,2011-01-21,日本の文学　15　石川啄木・正岡子規・高浜虚子,中央公論社,1973（昭和48）年7月30日10版,1979（昭和54）年3月15日12版
14290,305,正岡 子規,57362,俳人蕪村,新字旧仮名,,酒井和郎,岡村和彦,公開,2016-12-25,俳諧大要,岩波文庫、岩波書店,1989（平成元）年11月5日第8刷,1997（平成9）年4月1日第10刷
14291,305,正岡 子規,42167,墓,新字旧仮名,,小林繁雄,門田裕志,公開,2003-09-19,日本の名随筆55　葬,作品社,1990（平成2）年2月10日第4刷,1987（昭和62）年5月25日第1刷
14292,305,正岡 子規,50400,墓,新字新仮名,,ゆうき,noriko saito,公開,2010-10-12,飯待つ間,岩波文庫、岩波書店,2001（平成13）年11月7日第10刷,2009（平成21）年11月11日第13刷
14322,1581,正宗 白鳥,57319,入江のほとり,旧字旧仮名,,山村信一郎,フクポー,公開,2018-10-28,正宗白鳥全集第五卷,福武書店,1983（昭和58）年12月25日,1983（昭和58）年12月25日
14323,1581,正宗 白鳥,53030,入江のほとり,新字新仮名,,住吉,山村信一郎,公開,2015-10-28,日本文学全集11　正宗白鳥集,集英社,1969（昭和44）年7月12日,1969（昭和44）年7月12日
14483,218,三木 清,1914,人生論ノート,新字新仮名,,阿部哲也,砂場清隆,公開,2018-01-05,人生論ノート,新潮文庫、新潮社,2012（平成24）年9月5日106刷,2017（平成29）年5月5日111刷
14484,218,三木 清,46845,人生論ノート,旧字旧仮名,,石井彰文,川山隆,公開,2008-02-18,三木清全集第一巻,岩波書店,1966（昭和41）年10月17日,1966（昭和41）年10月17日
14486,218,三木 清,43291,省察 神の存在、及び人間の霊魂と肉体との区別を論証する、第一哲学についての,新字新仮名,三木 清,京都大学電子テクスト研究会入力班,京都大学電子テクスト研究会校正班,公開,2006-03-07,省察,岩波文庫、岩波書店,1958（昭和33）年12月20日第13刷,
14487,218,三木 清,4730,省察 神の存在、及び人間の霊魂と肉体との区別を論証する、第一哲学についての,旧字旧仮名,三木 清,山下裕嗣,Juki,公開,2016-03-31,省察,岩波文庫、岩波書店,1969（昭和44）年第24刷発行,1977（昭和52）年8月20日第33刷発行
14664,81,宮沢 賢治,50766,イギリス海岸,新字新仮名,,ゆうき,noriko saito,公開,2010-10-24,イーハトーボ農学校の春,角川文庫、角川書店,1996（平成8）年3月25日初版,1996（平成8）年3月25日初版
14665,81,宮沢 賢治,4417,イギリス海岸,新字旧仮名,,林幸雄,今井忠夫,公開,2003-05-09,新修宮沢賢治全集　第十四巻,筑摩書房,1983（昭和58）年1月20日初版第4刷,1984（昭和59）年7月30日初版第6刷
14675,81,宮沢 賢治,1926,狼森と笊森、盗森,新字旧仮名,,土屋隆,noriko saito,公開,2005-03-28,宮沢賢治全集8,ちくま文庫、筑摩書房,2004（平成16）年4月25日第20刷,2004（平成16）年4月25日第20刷
14676,81,宮沢 賢治,43753,狼森と笊森、盗森,新字新仮名,,土屋隆,noriko saito,公開,2005-02-26,注文の多い料理店,新潮文庫、新潮社,1997（平成9）年5月10日17刷,2004（平成16）年5月20日第29刷
14686,81,宮沢 賢治,46600,蛙のゴム靴,新字新仮名,,蒋龍,noriko saito,公開,2008-12-23,新編風の又三郎,新潮文庫、新潮社,1989（平成元）年6月10日2刷,2005（平成17）年2月5日第22刷
14687,81,宮沢 賢治,4421,蛙のゴム靴,新字旧仮名,,林幸雄,土屋隆,公開,2008-03-25,新修宮沢賢治全集　第十一巻,筑摩書房,1983（昭和58）年12月20日初版第5刷,1985（昭和60）年12月10日初版第7刷
14700,81,宮沢 賢治,1928,烏の北斗七星,新字旧仮名,,土屋隆,noriko saito,公開,2005-03-28,宮沢賢治全集8,ちくま文庫、筑摩書房,2004（平成16）年4月25日第20刷,2004（平成16）年4月25日第20刷
14701,81,宮沢 賢治,43755,烏の北斗七星,新字新仮名,,土屋隆,noriko saito,公開,2005-02-27,注文の多い料理店,新潮文庫、新潮社,1997（平成9）年5月10日17刷,2004（平成16）年5月20日第29刷
14710,81,宮沢 賢治,46606,気のいい火山弾,新字新仮名,,蒋龍,noriko saito,公開,2008-04-10,注文の多い料理店,新潮文庫、新潮社,1995（平成7）年5月30日11刷,2004（平成16）年5月20日29刷
14711,81,宮沢 賢治,4440,気のいい火山弾,新字旧仮名,,林幸雄,久保格,公開,2002-11-16,新修宮沢賢治全集　第八巻,筑摩書房,1984（昭和59）年1月30日初版第7刷,
14713,81,宮沢 賢治,43737,銀河鉄道の夜,新字新仮名,,幸野素子,土屋隆,公開,2005-08-26,銀河鉄道の夜,角川文庫、角川書店,1987（昭和62）年3月30日改版50版,1991（平成3）年6月10日改版65版
14714,81,宮沢 賢治,46322,銀河鉄道の夜,旧字旧仮名,,高柳典子,土屋隆,公開,2006-10-14,銀河鉄道の夜,岩波文庫、岩波書店,1962（昭和37）年3月30日第13刷,1962（昭和37）年3月30日第13刷
14715,81,宮沢 賢治,48222,銀河鉄道の夜,新字旧仮名,,砂場清隆,北川松生,公開,2016-09-21,【新】校本宮澤賢治全集　第十一巻　童話Ⅳ　本文篇,筑摩書房,1996（平成8）年1月25日初版第1刷,1996（平成8）年1月25日初版第1刷
14716,81,宮沢 賢治,456,銀河鉄道の夜,新字新仮名,,野口英司、中村隆生,野口英司,公開,1997-10-29,新編　銀河鉄道の夜,新潮文庫、新潮社,1994（平成6）年6月5日13刷,
14729,81,宮沢 賢治,46601,虔十公園林,新字新仮名,,蒋龍,noriko saito,公開,2008-11-20,新編風の又三郎,新潮文庫、新潮社,1989（平成元）年6月10日2刷,2005（平成17）年2月5日第22刷
14730,81,宮沢 賢治,4410,虔十公園林,新字旧仮名,,林幸雄,土屋隆,公開,2007-06-09,新修宮沢賢治全集　第十一巻,筑摩書房,1983（昭和58）年12月20日初版第5刷,1984（昭和59）年7月30日初版第6刷
14734,81,宮沢 賢治,50762,耕耘部の時計,新字新仮名,,ゆうき,noriko saito,公開,2010-10-07,イーハトーボ農学校の春,角川文庫、角川書店,1996（平成8）年3月25日初版,1996（平成8）年3月25日初版
14735,81,宮沢 賢治,4439,耕耘部の時計,新字旧仮名,,林幸雄,今井忠夫,公開,2003-05-03,新修宮沢賢治全集　第十巻,筑摩書房,1983（昭和58）年4月20日初版第5刷,1985（昭和60）年1月25日初版第7刷
14746,81,宮沢 賢治,50763,さいかち淵,新字新仮名,,ゆうき,noriko saito,公開,2010-10-07,イーハトーボ農学校の春,角川文庫、角川書店,1996（平成8）年3月25日初版,1996（平成8）年3月25日初版
14747,81,宮沢 賢治,468,さいかち淵,新字旧仮名,,田代信行,伊藤時也,公開,2000-04-15,新修宮沢賢治全集　第十巻,筑摩書房,1983（昭和58）年4月20日初版第5刷,1983（昭和58）年4月20日初版第5刷
14756,81,宮沢 賢治,43760,鹿踊りのはじまり,新字新仮名,,土屋隆,noriko saito,公開,2005-03-20,注文の多い料理店,新潮文庫、新潮社,1997（平成9）年5月10日17刷,2004（平成16）年5月20日第29刷
14757,81,宮沢 賢治,1923,鹿踊りのはじまり,新字旧仮名,,ＯＢａＫｅ,awatase,公開,2003-05-15,校本宮澤賢治全集　第11巻,筑摩書房,1976（昭和51）年6月15日初版2刷,1976（昭和51）年6月15日初版2刷
14764,81,宮沢 賢治,46602,十月の末,新字新仮名,,蒋龍,noriko saito,公開,2008-08-03,新編風の又三郎,新潮文庫、新潮社,1989（平成元）年6月10日2刷,2005（平成17）年2月5日22刷
14765,81,宮沢 賢治,4442,十月の末,新字旧仮名,,林幸雄,久保格,公開,2002-11-20,新修宮沢賢治全集　第八巻,筑摩書房,1984（昭和59）年1月30日初版第7刷,
